Ref.Sig.R2	Ref.Sig.R4	Ref.Sig.R6a	Ref.Sig.R1	Ref.Sig.R7	Ref.Sig.R5	Ref.Sig.R6b	Ref.Sig.R8	Ref.Sig.R3	Ref.Sig.R9	Ref.Sig.R10	Ref.Sig.R11	Ref.Sig.R12	Ref.Sig.R13	Ref.Sig.R14	Ref.Sig.R15	Ref.Sig.R16	Ref.Sig.R17	Ref.Sig.R18	Ref.Sig.R19	Ref.Sig.R20	unassigned
1622_svm_called_somatic	11.1117064844233	0	0	0	24.5495056527715	0	0	0	0	0	8.80874474480235	39.6236512677956	0	0	0	6.9036292832041	8.15533348165633	0	0	0	0	10.8474290853468
1632_svm_called_somatic	42.7947146320163	0	0	0	0	35.0893108611897	0	0	105.902318258539	0	0	50.356171781699	0	0	0	0	0	0	0	0	0	14.8574844665562
1634_svm_called_somatic	13.0619723364024	0	25.8298046781537	0	50.5510354033809	13.6998635567796	0	0	9.42085580474367	0	0	20.461202143984	0	0	0	0	0	0	0	0	11.1361571729132	9.83910890364245
1666_svm_called_somatic	54.2762145947399	0	0	0	0	0	0	0	339.215865437234	0	0	0	0	0	0	0	0	0	0	0	0	4.50791996802639
1678_svm_called_somatic	10.040817236081	14.9512314697804	0	0	13.9465098054363	0	0	0	4.90127135822629	6.89548357913373	0	0	16.5374617821427	10.0156745972045	0	0	0	0	0	0	0	17.7115501719951
1831_svm_called_somatic	0	0	0	0	0	0	37.297612702219	0	0	0	0	0	0	0	0	0	0	0	0	0	63.7222348720606	8.98015242572043
1970_svm_called_somatic	0	60.3780968909829	50.6434669581538	0	0	0	163.766318295258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21211785560547
2000_svm_called_somatic	0	0	0	134.961285284394	0	0	0	0	0	0	0	0	0	0	233.735218323984	0	0	0	0	0	0	31.3034963916217
2024_svm_called_somatic	33.968220683623	0	0	0	0	65.9109611781348	0	0	0	60.9562982801731	0	0	0	0	0	0	0	0	0	0	0	5.16451985806907
2045_svm_called_somatic	26.7604802151369	0	0	48.566722355376	0	23.7144015166542	0	0	45.8638925346398	0	0	0	0	0	0	0	0	0	0	0	0	4.09450337819305
2050_svm_called_somatic	50.3206036095368	0	0	0	0	115.281302619798	0	0	0	56.5328282372119	0	0	0	0	0	0	0	0	0	0	0	18.8652655334536
2290_svm_called_somatic	40.2469656557696	0	0	0	0	71.4845847692548	0	0	111.967278786796	13.8151607435428	0	0	0	0	0	0	0	0	0	0	0	8.48601004463683
2391_svm_called_somatic	43.56805477936	0	0	0	0	124.760819074065	0	0	0	12.5153351345686	0	0	0	0	0	0	0	0	0	0	0	6.15579101200609
2400_svm_called_somatic	146.822453647643	0	0	0	0	0	0	0	0	16.8449519975491	0	0	0	0	23.8791144017221	19.3161584665743	12.3608886790207	0	0	0	0	27.7764328074908
2485_svm_called_somatic	10.5067735881093	30.400270770525	0	0	0	0	8.44573840982523	0	0	0	0	0	0	0	6.82463338361339	0	0	0	0	0	39.3633026974929	4.45928115043424
2523_svm_called_somatic	6.32315746929031	0	53.8055505259698	12.5960116881001	0	0	0	0	0	0	0	18.0308263060616	0	0	0	7.6654152050986	0	0	0	0	13.6259695641936	10.953069241286
2528_svm_called_somatic	7.63709701182197	0	15.9716819034751	0	0	0	0	0	2.1560040191948	0	0	0	0	0	0	10.0934251520006	0	0	0	0	0	5.14179191350752
2554_svm_called_somatic	8.94542303623589	0	0	30.0967514817123	0	0	0	0	0	0	0	0	0	4.30358575581411	0	12.0571746521452	0	0	0	0	9.07356999301533	0.523495081077115
2570_svm_called_somatic	0	23.58300092695	0	0	0	0	39.2676512812832	0	0	0	0	0	0	0	0	0	0	0	0	0	48.9132643385917	7.23608345317513
2596_svm_called_somatic	10.5896535461375	0	0	8.21833023957379	0	0	5.03209201662641	3.62063905131161	5.52416897119796	9.3943925762895	10.8528632001858	6.44550718190475	0	0	0	0	0	7.32235325650881	0	0	0	-3.9736136159263e-08
2600_svm_called_somatic	6.91997494438847	0	0	0	13.4607168937529	0	0	3.78026861259463	2.16466857332814	8.79038927826311	0	0	0	0	1.88398177364311	0	0	0	0	0	0	-7.59703198127681e-08
2624_svm_called_somatic	0	69.169939558254	0	0	0	0	77.1707671494447	0	0	0	0	0	0	0	0	0	0	0	0	0	48.0920643636069	6.56722892869439
2629_svm_called_somatic	17.9564127316429	0	0	1.92845265709872	0	0	0	0	0	8.10094308892985	0	0	0	0	0	9.48262569585999	0	0	0	0	0	0.53156582646853
2656_svm_called_somatic	11.0496220791876	0	0	0	5.32999230621586	6.95844539783611	0	0	2.90166419184884	1.83523138184798	0	0	0	0	0	3.92504491548219	0	0	0	0	0	-2.72418603231017e-07
2659_svm_called_somatic	0	0	0	23.4850910554026	0	0	14.0897699103188	0	0	6.95783523429195	0	19.9667948829829	0	0	0	7.48162432202433	0	0	0	0	0	1.0188845949794
2665_svm_called_somatic	4.10483056089849	0	0	0	0	0	0	0	0	0	0	4.8951693206366	0	0	0	0	0	0	0	0	0	1.18464907217231e-07
2666_svm_called_somatic	2.05545606433965	0	0	0	1.54479433676393	4.1276826677548	0	0	0	0	0	0	0	0	0	1.27206698612763	0	0	0	0	0	-5.49860104115396e-08
2668_svm_called_somatic	3.46818837212439	0	0	0	1.53883565109213	0	0	0	0	0	0	5.25743188955044	0	0	4.73554387553653	0	0	0	0	0	0	2.11696516316806e-07
2677_svm_called_somatic	62.5066200254758	10.8349679609381	15.7391786582996	0	0	0	0	0	0	0	0	0	0	0	0	26.9889362858337	0	0	0	0	0	16.9302970694528
2680_svm_called_somatic	10.5279438916037	0	0	0	2.33359813557955	7.03667046590048	0	1.93256485749352	2.2325652724208	6.93665757868721	0	0	0	0	0	0	0	0	0	0	0	-2.01685253387041e-07
2681_svm_called_somatic	37.9147110492383	0	0	0	48.4042243208853	0	0	0	8.49808174887457	0	0	0	0	0	0	28.6081397982194	0	0	0	0	0	3.57484308278244
2683_svm_called_somatic	0	0	0	0	73.7334996130886	0	0	0	12.1881596885381	0	0	0	0	0	0	0	0	0	0	0	15.0543370115172	3.02400368685609
2684_svm_called_somatic	1.59442748869499	0	0	0	0	0	0	0	4.06640391302788	1.20326965598483	0	0	0	0	1.05893584749868	5.07696310924654	0	0	0	0	0	-1.4452931296205e-08
2691_svm_called_somatic	4.47199887613513	0	0	1.29366393261439	0	0	0	1.67568775009527	0	3.04403196546515	0	0	0	0	1.35823335018559	5.26528309565767	0	0	0	0	0	0.891101029846812
2695_svm_called_somatic	4.60872853247315	0	0	18.5754870110669	4.6121432324352	0	0	0	0	0	0	0	0	0	0	2.20364171996661	0	0	0	0	0	-4.95941904432584e-07
2698_svm_called_somatic	61.1020237921471	0	0	0	28.5862213611583	22.4575471883177	0	12.4870221970035	21.1310765921808	27.083785995439	0	0	0	0	0	0	0	0	0	0	0	10.1523228737537
2711_svm_called_somatic	31.4199643795564	0	0	0	0	17.1921483402352	0	5.60781336559902	26.3482164355429	0	0	22.9642955857843	0	0	0	0	0	0	0	0	0	8.46756189328221
2713_svm_called_somatic	0	0	0	0	13.8522232513632	17.903344264585	0	0	12.2781896988109	0	0	0	4.4646582158321	0	0	0	0	0	33.1353861211293	0	0	2.36619844827956
2719_svm_called_somatic	0	0	29.604757944762	16.8730267490751	0	0	0	0	9.39153258387628	0	0	0	0	0	0	0	0	23.5181230465551	0	9.03815411375941	0	12.5744055619721
2722_svm_called_somatic	10.5361623306664	0	0	19.6766710763808	0	7.7636741050319	0	7.41554557945836	0	0	0	17.6589126427075	0	0	0	0	0	0	0	0	5.50636646283263	9.4426678029224
2724_svm_called_somatic	12.322110405277	0	0	18.3448422275137	17.294665430624	16.8276836913175	0	0	0	8.85270561838627	0	0	0	0	0	15.1550771333211	0	0	0	0	0	2.20291549356045
2726_svm_called_somatic	36.9631045354308	0	0	12.5257324053658	0	12.0902701563963	0	0	0	22.4695564250766	0	0	0	12.1104424186638	0	0	0	0	0	0	0	11.8408940590668
2744_svm_called_somatic	15.2999256865616	63.2991056266299	0	0	23.6075257888487	0	29.5051254273474	30.1543792144937	0	34.0944038322401	0	0	0	0	0	0	0	0	11.3930597051032	0	0	13.6464747187754
2756_svm_called_somatic	33.7795832044471	0	28.7971567723085	18.5528864549969	0	0	28.679045234602	0	0	0	0	104.212133635176	0	26.8596538776416	25.967274813639	29.6268773129004	0	0	0	25.7178425857557	0	38.8075461085332
2757_svm_called_somatic	3.78240351469308	0	0	0	2.30527484014097	0	4.65203395258833	0	2.34031101224041	0	0	15.0709891215148	0	0	4.78068359748509	0	0	0	0	0	0	2.06830396133728
2759_svm_called_somatic	73.6473113936913	0	11.7187790136932	29.1782075277683	0	32.8119301519428	0	15.3391204305688	14.2171209145312	0	0	22.2376798831955	0	0	0	0	0	0	0	0	0	16.849850684609
2766_svm_called_somatic	0	0	0	0	0	0	0	0	286.372293534422	309.244987203712	0	0	0	0	0	0	0	0	0	0	0	102.382719261866
2789_svm_called_somatic	0	0	0	0	92.1136848257662	0	0	0	25.1897388048851	0	0	0	0	0	11.639320302835	0	0	0	0	0	0	6.05725606651362
2793_svm_called_somatic	122.553224241877	0	0	0	0	0	24.7598299712172	0	0	92.4747094647241	0	0	0	0	0	0	0	24.964317796405	37.9076828959949	0	0	39.3402356297819
2795_svm_called_somatic	43.4652399408094	0	0	27.3645920512841	0	0	0	11.7357105966017	22.2897997459674	31.3978979262091	0	0	8.73344037840386	0	0	0	0	0	0	0	0	17.0133193607245
2905_svm_called_somatic	0.883175737685111	1.24267118572369	0	0	0	0.710826982626563	0	1.85064581241249	1.44874193257918	3.8639383312844	0	0	0	0	0	0	0	0	0	0	0	1.76885688318862e-08
2906_svm_called_somatic	3.00695069719048	0	0	0	0	0	0	0	0	0.9930493700667	0	0	0	0	0	0	0	0	0	0	0	-6.72571820459211e-08
2907_svm_called_somatic	0	0	0	0	2.27811292432597	0	0	0	0	0.721887070011381	0	0	0	0	0	0	0	0	0	0	0	5.66264635182279e-09
2965_svm_called_somatic	0.767384780894657	0	0	1.15975952725984	3.07285573806447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.62189593264384e-08
2966_svm_called_somatic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3.33066907387547e-16
2968_svm_called_somatic	0	0	0	0	0	1.18900428446229	0	0.89321154054225	0	0.923382186143028	0	0	0	0	0.994401966660415	0	0	0	0	0	0	2.21920144483079e-08
2969_svm_called_somatic	0.930385744014756	0	0	0	0	0	0	0	0	1.06961426840952	0	0	0	0	0	0	0	0	0	0	0	-1.24242713894773e-08
2971_svm_called_somatic	0	0	0	0	0	0	0	0	0.86861449848527	1.23044157832467	0	0	0	0	0	1.9009439096552	0	0	0	0	0	1.35348630081467e-08
2972_svm_called_somatic	0	0	0	0	0	0	0	0	1.05340817371359	0.946591815873899	0	0	0	0	0	0	0	0	0	0	0	1.04125095212737e-08
2973_svm_called_somatic	1.97476422153851	0	0	0	1.0252358308306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.23691054965525e-08
2974_svm_called_somatic	1.96816126773109	0	0	0	0	0	0	0	0	1.03183877209088	0	0	0	0	0	0	0	0	0	0	0	-3.9821967945386e-08
2975_svm_called_somatic	3.91084146668441	0	0	0	0	0.97231416718799	0	0	2.43738450730382	2.39057010661454	0	0	0	0	0	0	0	0	0	0	0	0.288889752209245
2978_svm_called_somatic	1.000000026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.5999999708759e-08
2979_svm_called_somatic	1.000000026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.59999983764914e-08
2980_svm_called_somatic	4.81452567248313	0	0	0	3.27831060334301	0	0	1.71033046872206	1.19683338561663	0	0	0	0	0	0	0	0	0	0	0	0	-1.30164835354663e-07
2982_svm_called_somatic	0	0	0	0	0	0	0	0	0.999999999999999	0	0	0	0	0	0	0	0	0	0	0	0	1.4432899320127e-15
2984_svm_called_somatic	1.39382469433937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5911638183361	0	0	0	0	0	0.0150114873245268
2985_svm_called_somatic	0	0	0	0	0	0	0	0	0	0.999999989	0	0	0	0	0	0	0	0	0	0	0	1.09999994668541e-08
2988_svm_called_somatic	4.73246130592034	0	0	0	0	0	0	0	0	2.26753879218073	0	0	0	0	0	0	0	0	0	0	0	-9.81010694900419e-08
2991_svm_called_somatic	0	0	0	0	0.857674134467341	0	0	0	3.14232586638943	0	0	0	0	0	0	0	0	0	0	0	0	-8.56767101709011e-10
2992_svm_called_somatic	0	0	0	0	1.04192507172338	0	0	0	0.958074929318539	0	0	0	0	0	0	0	0	0	0	0	0	-1.04192299232864e-09
2993_svm_called_somatic	0	0	0	0	0	0	0	0	3.06771460597737	0	0	0	0	0	0	0	0	0.930245605854016	0	0	0	0.00203978816861827
2994_svm_called_somatic	2.000000052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.19999980852504e-08
2995_svm_called_somatic	1.000000026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.59999999308036e-08
2996_svm_called_somatic	0.488353469405576	0	0	0	1.04088458259986	2.47076196173026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.37356996887661e-08
2997_svm_called_somatic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2998_svm_called_somatic	1.9250086612915	0	0	0	0	0	0	0	0	2.58940057078344	0	0	0	0	0	0	0	0.329372467286776	0	0	0	0.156218300638276
2999_svm_called_somatic	0	0	0	0	0	0	0	0	0	0.999999989	0	0	0	0	0	0	0	0	0	0	0	1.09999994668541e-08
3000_svm_called_somatic	0.922857781523367	0	0	0	2.07714224454808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.60714427824382e-08
